scenario_name,scenario_category,expected_algorithm,request_id,security_level,risk_score,conf_score,has_qkd,proposed_algorithms,fallback_algorithms,response_time,feedback_success,feedback_latency,feedback_resource_usage,diversity_penalty,diversity_bonus,base_success_prob,timestamp
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131625652313232,True,32.68,0.79,0.2,0.0,0.35,2025-12-10T09:21:32.066522
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130160808563232,True,38.02,0.64,0.2,0.0,0.35,2025-12-10T09:21:40.449323
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.150286436080933,False,148.26,0.56,0.2,0.0,0.35,2025-12-10T09:21:48.844644
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123918771743774,True,15.51,0.33,0.2,0.0,0.73,2025-12-10T09:21:57.220722
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145630359649658,False,81.0,0.41,0.2,0.0,0.35,2025-12-10T09:22:05.622122
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.160848379135132,False,113.03,0.46,0.2,0.0,0.35,2025-12-10T09:22:14.025728
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.14567232131958,True,35.85,0.37,0.1,0.05,0.475,2025-12-10T09:22:22.419165
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.155232667922974,False,281.32,0.8,0.2,0.0,0.73,2025-12-10T09:22:31.329786
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.142402648925781,False,274.46,1.0,0.2,0.0,0.35,2025-12-10T09:22:39.718567
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1354405879974365,False,270.35,1.0,0.2,0.0,0.35,2025-12-10T09:22:48.099487
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.146389961242676,False,209.76,1.0,0.2,0.0,0.35,2025-12-10T09:22:56.504447
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.141831398010254,False,199.3,1.0,0.2,0.0,0.35,2025-12-10T09:23:04.906862
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1373419761657715,True,29.24,0.63,0.2,0.0,0.73,2025-12-10T09:23:13.297722
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.107428073883057,False,161.67,0.82,0.2,0.0,0.35,2025-12-10T09:23:21.642741
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139696359634399,False,132.65,0.79,0.2,0.0,0.35,2025-12-10T09:23:30.026788
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145216703414917,False,117.44,0.84,0.2,0.0,0.35,2025-12-10T09:23:38.415126
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131855010986328,True,66.23,0.85,0.2,0.0,0.35,2025-12-10T09:23:46.790896
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.139432430267334,False,204.41,0.79,0.2,0.0,0.35,2025-12-10T09:23:55.177844
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.127395868301392,False,233.16,1.0,0.2,0.0,0.35,2025-12-10T09:24:03.563964
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137120246887207,False,145.98,0.81,0.2,0.0,0.35,2025-12-10T09:24:11.961398
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.14185643196106,True,40.37,0.81,0.2,0.0,0.35,2025-12-10T09:24:20.358676
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.134075164794922,False,114.3,0.65,0.2,0.0,0.35,2025-12-10T09:24:28.743570
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.158421039581299,False,129.12,0.57,0.2,0.0,0.35,2025-12-10T09:24:37.143021
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_DILITHIUM', 'AES_256_GCM']",[],6.141093015670776,True,14.96,0.32,0.1,0.05,0.88,2025-12-10T09:24:45.525712
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1639018058776855,True,38.87,0.43,0.2,0.0,0.35,2025-12-10T09:24:53.944189
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.161287307739258,True,21.35,0.5,0.2,0.0,0.35,2025-12-10T09:25:02.332873
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.124293804168701,True,24.43,0.37,0.1,0.05,0.475,2025-12-10T09:25:10.710494
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.132510423660278,True,53.15,0.81,0.2,0.0,0.73,2025-12-10T09:25:19.593170
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1271069049835205,False,249.91,1.0,0.2,0.0,0.35,2025-12-10T09:25:27.977311
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.160508155822754,True,96.62,1.0,0.2,0.0,0.35,2025-12-10T09:25:36.388029
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1364905834198,True,114.63,1.0,0.2,0.0,0.35,2025-12-10T09:25:44.769989
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.152600049972534,True,98.32,1.0,0.2,0.0,0.35,2025-12-10T09:25:53.179477
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.143171787261963,True,27.68,0.63,0.2,0.0,0.73,2025-12-10T09:26:01.570995
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.153766632080078,False,172.21,0.79,0.2,0.0,0.35,2025-12-10T09:26:09.965566
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.144620180130005,True,36.43,0.83,0.2,0.0,0.35,2025-12-10T09:26:18.363769
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147017240524292,True,51.06,0.82,0.2,0.0,0.35,2025-12-10T09:26:26.751914
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.112706422805786,False,169.75,0.82,0.2,0.0,0.35,2025-12-10T09:26:35.112177
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.128188610076904,False,199.08,0.79,0.2,0.0,0.35,2025-12-10T09:26:43.494845
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.126377582550049,False,294.96,1.0,0.2,0.0,0.35,2025-12-10T09:26:51.865777
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.16155219078064,False,147.49,0.84,0.2,0.0,0.35,2025-12-10T09:27:00.282216
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1536335945129395,False,130.39,0.8,0.2,0.0,0.35,2025-12-10T09:27:08.690357
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1443071365356445,True,43.13,0.63,0.2,0.0,0.35,2025-12-10T09:27:17.079654
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.151741981506348,False,109.88,0.56,0.2,0.0,0.35,2025-12-10T09:27:25.486411
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_DILITHIUM', 'AES_256_GCM']",[],6.110957860946655,True,15.42,0.32,0.1,0.05,0.88,2025-12-10T09:27:33.854759
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.125308513641357,True,23.2,0.4,0.2,0.0,0.35,2025-12-10T09:27:42.236789
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1512227058410645,False,129.58,0.48,0.2,0.0,0.35,2025-12-10T09:27:50.619442
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.132908344268799,True,36.78,0.38,0.1,0.05,0.475,2025-12-10T09:27:59.009075
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.14133358001709,True,54.17,0.8,0.2,0.0,0.73,2025-12-10T09:28:07.907221
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.138466119766235,True,105.56,1.0,0.2,0.0,0.35,2025-12-10T09:28:16.298959
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.124635696411133,True,96.22,1.0,0.2,0.0,0.35,2025-12-10T09:28:24.667904
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145411729812622,False,205.7,1.0,0.2,0.0,0.35,2025-12-10T09:28:33.066562
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1522088050842285,False,235.77,1.0,0.2,0.0,0.35,2025-12-10T09:28:41.472181
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.127307653427124,True,30.14,0.59,0.2,0.0,0.73,2025-12-10T09:28:49.858789
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.130688905715942,True,71.47,0.82,0.2,0.0,0.35,2025-12-10T09:28:58.245655
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142624616622925,False,116.75,0.82,0.2,0.0,0.35,2025-12-10T09:29:06.645032
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15768837928772,True,40.77,0.83,0.2,0.0,0.35,2025-12-10T09:29:15.061694
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.155710697174072,True,57.48,0.83,0.2,0.0,0.35,2025-12-10T09:29:23.446983
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140330076217651,False,181.17,0.83,0.2,0.0,0.35,2025-12-10T09:29:31.840591
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.128320217132568,False,338.81,1.0,0.2,0.0,0.35,2025-12-10T09:29:40.215347
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.12835693359375,False,129.24,0.83,0.2,0.0,0.35,2025-12-10T09:29:48.572064
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.141824007034302,False,106.32,0.81,0.2,0.0,0.35,2025-12-10T09:29:56.968623
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.140610456466675,False,111.4,0.64,0.2,0.0,0.35,2025-12-10T09:30:05.368218
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1373302936553955,False,109.26,0.55,0.2,0.0,0.35,2025-12-10T09:30:13.743329
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.123577833175659,True,22.15,0.33,0.2,0.0,0.73,2025-12-10T09:30:22.109648
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131990194320679,True,43.55,0.39,0.2,0.0,0.35,2025-12-10T09:30:30.486860
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.145364761352539,False,107.93,0.49,0.2,0.0,0.35,2025-12-10T09:30:38.884803
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.129461765289307,False,91.94,0.38,0.1,0.05,0.475,2025-12-10T09:30:47.234653
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.140254735946655,True,42.73,0.82,0.2,0.0,0.73,2025-12-10T09:30:56.118484
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1593687534332275,True,85.38,1.0,0.2,0.0,0.35,2025-12-10T09:31:04.530302
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.145734786987305,False,205.55,1.0,0.2,0.0,0.35,2025-12-10T09:31:12.928880
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.141520261764526,False,218.06,1.0,0.2,0.0,0.35,2025-12-10T09:31:21.325033
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1526243686676025,False,285.01,1.0,0.2,0.0,0.35,2025-12-10T09:31:29.723113
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.147015810012817,True,23.19,0.61,0.2,0.0,0.73,2025-12-10T09:31:38.121794
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15397047996521,False,179.27,0.84,0.2,0.0,0.35,2025-12-10T09:31:46.510444
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.128387451171875,False,106.12,0.82,0.2,0.0,0.35,2025-12-10T09:31:54.899306
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146625518798828,False,141.72,0.82,0.2,0.0,0.35,2025-12-10T09:32:03.298669
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13420295715332,False,184.02,0.79,0.2,0.0,0.35,2025-12-10T09:32:11.687298
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.135913133621216,False,206.65,0.84,0.2,0.0,0.35,2025-12-10T09:32:20.079964
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1474220752716064,True,124.07,1.0,0.2,0.0,0.35,2025-12-10T09:32:28.485314
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.14128303527832,False,129.96,0.81,0.2,0.0,0.35,2025-12-10T09:32:36.871706
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1019909381866455,True,41.49,0.82,0.2,0.0,0.35,2025-12-10T09:32:45.229824
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.142316102981567,True,50.81,0.65,0.2,0.0,0.35,2025-12-10T09:32:53.625607
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.148195743560791,True,54.96,0.55,0.2,0.0,0.35,2025-12-10T09:33:02.027912
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.133044719696045,True,20.39,0.37,0.2,0.0,0.73,2025-12-10T09:33:10.414103
AES 192 - Medium Symmetric,classical_aes192,AES_192,aes-192-018,moderate,0.5,0.55,False,"['RSA_4096', 'AES_256_GCM']",[],6.1455464363098145,False,82.8,0.39,0.1,0.05,0.475,2025-12-10T09:33:18.818353
ChaCha20-Poly1305 - Stream Cipher,classical_chacha,CHACHA20_POLY1305,chacha20-019,moderate,0.52,0.57,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.124536991119385,False,121.91,0.45,0.2,0.0,0.35,2025-12-10T09:33:27.192555
FALLBACK AES - Emergency Mode,fallback,FALLBACK_AES,fallback-aes-020,moderate,0.6,0.65,False,"['AES_192', 'AES_256_GCM']",[],6.146848917007446,False,98.95,0.41,0.1,0.05,0.475,2025-12-10T09:33:35.594607
QKD BB84 - Ultra Security,quantum_bb84,QKD_BB84,qkd-bb84-001,ultra,0.95,0.98,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.126968622207642,True,46.35,0.77,0.2,0.0,0.73,2025-12-10T09:33:44.464521
QKD E91 - Entanglement Based,quantum_e91,QKD_E91,qkd-e91-002,very_high,0.9,0.93,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.154195070266724,True,93.67,1.0,0.2,0.0,0.35,2025-12-10T09:33:52.873300
QKD CV-QKD - Continuous Variable,quantum_cv,QKD_CV-QKD,qkd-cv-003,high,0.85,0.88,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.156032085418701,False,258.42,1.0,0.2,0.0,0.35,2025-12-10T09:34:01.289139
QKD MDI-QKD - Measurement Device Independent,quantum_mdi,QKD_MDI-QKD,qkd-mdi-004,high,0.83,0.86,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.162481069564819,False,308.92,1.0,0.2,0.0,0.35,2025-12-10T09:34:09.707282
QKD DECOY - Decoy State Protocol,quantum_decoy,QKD_DECOY,qkd-decoy-005,very_high,0.91,0.94,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.1274683475494385,False,280.81,1.0,0.2,0.0,0.35,2025-12-10T09:34:18.080578
PQC KYBER - Post-Quantum KEM,pqc_kyber,PQC_KYBER,pqc-kyber-006,ultra,0.93,0.96,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1399946212768555,False,149.28,0.58,0.2,0.0,0.73,2025-12-10T09:34:26.475369
PQC DILITHIUM - Digital Signature,pqc_dilithium,PQC_DILITHIUM,pqc-dilithium-007,very_high,0.88,0.91,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.122705459594727,True,52.36,0.79,0.2,0.0,0.35,2025-12-10T09:34:34.858713
PQC NTRU - Lattice-Based Encryption,pqc_ntru,PQC_NTRU,pqc-ntru-008,very_high,0.86,0.89,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.118204116821289,False,167.97,0.82,0.2,0.0,0.35,2025-12-10T09:34:43.226710
PQC SABER - Module Learning,pqc_saber,PQC_SABER,pqc-saber-009,high,0.8,0.84,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.137305021286011,False,121.09,0.81,0.2,0.0,0.35,2025-12-10T09:34:51.606101
PQC FALCON - Fast Fourier Lattice,pqc_falcon,PQC_FALCON,pqc-falcon-010,ultra,0.94,0.97,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1365439891815186,True,50.19,0.81,0.2,0.0,0.35,2025-12-10T09:34:59.994906
PQC SPHINCS+ - Stateless Hash-Based,pqc_sphincs,PQC_SPHINCS,pqc-sphincs-011,very_high,0.89,0.92,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.131158828735352,True,66.04,0.83,0.2,0.0,0.35,2025-12-10T09:35:08.386325
HYBRID QKD+PQC - Maximum Security,hybrid_qkd_pqc,HYBRID_QKD_PQC,hybrid-qkd-pqc-012,ultra,0.97,0.99,True,"['QKD_BB84', 'PQC_KYBER', 'AES_256_GCM']",[],6.146444082260132,False,257.59,1.0,0.2,0.0,0.35,2025-12-10T09:35:16.790934
HYBRID RSA+PQC - Transition Security,hybrid_rsa,HYBRID_RSA_PQC,hybrid-rsa-013,very_high,0.82,0.85,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.13081169128418,False,135.72,0.82,0.2,0.0,0.35,2025-12-10T09:35:25.176929
HYBRID ECC+PQC - Elliptic Curve Hybrid,hybrid_ecc,HYBRID_ECC_PQC,hybrid-ecc-014,high,0.75,0.79,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.146007776260376,False,114.48,0.8,0.2,0.0,0.35,2025-12-10T09:35:33.559686
RSA 4096 - Classical Strong,classical_rsa,RSA_4096,rsa-4096-015,high,0.7,0.74,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.1267876625061035,False,134.36,0.63,0.2,0.0,0.35,2025-12-10T09:35:41.939529
ECC 521 - Elliptic Curve,classical_ecc,ECC_521,ecc-521-016,high,0.72,0.76,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.15438437461853,False,124.67,0.59,0.2,0.0,0.35,2025-12-10T09:35:50.308889
AES 256 GCM - Symmetric Encryption,classical_aes256,AES_256_GCM,aes-256-017,moderate,0.55,0.6,False,"['PQC_KYBER', 'AES_256_GCM']",[],6.157710313796997,False,95.61,0.33,0.2,0.0,0.73,2025-12-10T09:35:58.725533
